x,y,inner_offset,outer_offset
204.21921347715886,50.98511322064355,6.0,6.0
205.6580566053119,51.305156643032525,6.0,6.0
207.0991164959201,51.61772051704715,6.0,6.0
208.54238415719786,51.922846415462246,6.0,6.0
209.9878505973596,52.22057591105264,6.0,6.0
211.4355068246197,52.51095057659317,6.0,6.0
212.88534384719262,52.794011984858656,6.0,6.0
214.33735267329277,53.06980170862394,6.0,6.0
215.79152431113462,53.33836132066385,6.0,6.0
217.24784976893244,53.59973239375319,6.0,6.0
218.70632005490077,53.85395650066683,6.0,6.0
220.16692617725403,54.10107521417957,6.0,6.0
221.62965914420658,54.34113010706626,6.0,6.0
223.09450996397285,54.574162752101714,6.0,6.0
224.5614696447673,54.80021472206077,6.0,6.0
226.03052919480433,55.01932758971826,6.0,6.0
227.50167962229827,55.231542927849,6.0,6.0
228.9749119354637,55.436902309227825,6.0,6.0
230.45021714251487,55.63544730662958,6.0,6.0
231.92758625166636,55.82721949282907,6.0,6.0
233.4070102711324,56.01226044060115,6.0,6.0
234.8884802091276,56.19061172272063,6.0,6.0
236.37198707386628,56.362314911962365,6.0,6.0
237.85752187356283,56.52741158110115,6.0,6.0
239.34507561643173,56.68594330291184,6.0,6.0
240.83463931068732,56.83795165016925,6.0,6.0
242.32620396454416,56.98347819564823,6.0,6.0
243.81976058621655,57.12256451212358,6.0,6.0
245.31530018391885,57.25525217237015,6.0,6.0
246.81281376586563,57.38158274916278,6.0,6.0
248.31229234027126,57.50159781527627,6.0,6.0
249.8137269153501,57.61533894348547,6.0,6.0
251.31710849931662,57.72284770656521,6.0,6.0
252.82242810038517,57.8241656772903,6.0,6.0
254.3296767267703,57.919334428435604,6.0,6.0
255.8388453866863,58.00839553277592,6.0,6.0
257.3499250883476,58.0913905630861,6.0,6.0
258.8629068399687,58.168361092140955,6.0,6.0
260.37778164976396,58.23934869271533,6.0,6.0
261.89454052594783,58.30439493758405,6.0,6.0
263.4131744767347,58.363541399521935,6.0,6.0
264.93367451033896,58.41682965130383,6.0,6.0
266.45603163497503,58.464301265704556,6.0,6.0
267.9802368588574,58.50599781549895,6.0,6.0
269.5062811902004,58.54196087346184,6.0,6.0
271.03415563721853,58.57223201236804,6.0,6.0
272.56385120812615,58.5968528049924,6.0,6.0
274.09535891113774,58.615864824109735,6.0,6.0
275.62866975446764,58.62930964249489,6.0,6.0
277.1637747463303,58.63722883292268,6.0,6.0
278.70066489494013,58.639663968167945,6.0,6.0
280.2393312085116,58.6366566210055,6.0,6.0
281.77976469525896,58.6282483642102,6.0,6.0
283.32195636339685,58.61448077055685,6.0,6.0
284.86589722113956,58.5953954128203,6.0,6.0
286.41157827670156,58.57103386377535,6.0,6.0
287.95899053829726,58.54143769619688,6.0,6.0
289.508125014141,58.506648482859674,6.0,6.0
291.0589727124473,58.466707796538564,6.0,6.0
292.61152464143055,58.42165721000842,6.0,6.0
294.1657718093051,58.37153829604403,6.0,6.0
295.7217052242855,58.31639262742023,6.0,6.0
297.2793158945859,58.25626177691188,6.0,6.0
298.8385948284211,58.19118731729376,6.0,6.0
300.39953303400523,58.121210821340746,6.0,6.0
301.96212151955285,58.04637386182765,6.0,6.0
303.5263512932783,57.966718011529295,6.0,6.0
305.092213363396,57.88228484322052,6.0,6.0
306.6596987381204,57.793115929676155,6.0,6.0
308.22879842566596,57.699252843671026,6.0,6.0
309.799503434247,57.60073715797995,6.0,6.0
311.371804772078,57.49761044537779,6.0,6.0
312.9456934473734,57.389914278639345,6.0,6.0
314.5211604683475,57.277690230539456,6.0,6.0
316.0981968432148,57.16097987385296,6.0,6.0
317.6767935801898,57.039824781354675,6.0,6.0
319.25694168748674,56.91426652581942,6.0,6.0
320.83863217332015,56.78434668002207,6.0,6.0
322.42185604590446,56.6501068167374,6.0,6.0
324.00660431345403,56.511588508740275,6.0,6.0
325.59286798418333,56.368833328805515,6.0,6.0
327.18063806630676,56.221882849707946,6.0,6.0
328.76990556803867,56.07077864422238,6.0,6.0
330.3606614975936,55.915562285123684,6.0,6.0
331.95289686318574,55.75627534518669,6.0,6.0
333.54660267302984,55.59295939718618,6.0,6.0
335.14176993534005,55.42565601389703,6.0,6.0
336.73838965833096,55.254406768094036,6.0,6.0
338.33645285021686,55.079253232552055,6.0,6.0
339.9359505192122,54.90023698004591,6.0,6.0
341.5368736735315,54.71739958335042,6.0,6.0
343.13921332138904,54.53078261524043,6.0,6.0
344.74296047099926,54.340427648490774,6.0,6.0
346.3481061305767,54.14637625587624,6.0,6.0
347.9546413083356,53.94867001017169,6.0,6.0
349.5625570124905,53.74735048415196,6.0,6.0
351.17184425125583,53.54245925059187,6.0,6.0
352.78249403284576,53.334037882266244,6.0,6.0
354.39449736547505,53.12212795194992,6.0,6.0
356.007845257358,52.90677103241773,6.0,6.0
357.622528716709,52.6880086964445,6.0,6.0
359.2385387517424,52.46588251680505,6.0,6.0
360.8558663706727,52.24043406627423,6.0,6.0
362.4745025817143,52.01170491762685,6.0,6.0
364.0944383930817,51.77973664363773,6.0,6.0
365.7156648129892,51.54457081708176,6.0,6.0
367.3381728496512,51.306249010733715,6.0,6.0
368.96195351128216,51.06481279736841,6.0,6.0
370.5869978060966,50.82030374976074,6.0,6.0
372.21329674230884,50.57276344068546,6.0,6.0
373.84084132813325,50.32223344291747,6.0,6.0
375.46962257178427,50.06875532923156,6.0,6.0
377.0996314814764,49.81237067240255,6.0,6.0
378.73085906542406,49.5531210452053,6.0,6.0
380.3632963318415,49.29104802041461,6.0,6.0
381.99693428894324,49.02619317080534,6.0,6.0
383.63176394494377,48.7585980691523,6.0,6.0
385.26777630805753,48.48830428823033,6.0,6.0
386.90496238649877,48.21535340081425,6.0,6.0
388.54331318848205,47.9397869796789,6.0,6.0
390.1828197222216,47.66164659759911,6.0,6.0
391.8234729959321,47.38097382734969,6.0,6.0
393.4652640178278,47.09781024170549,6.0,6.0
395.1081837961231,46.81219741344134,6.0,6.0
396.75222333903247,46.524176915332056,6.0,6.0
398.3973736547704,46.23379032015248,6.0,6.0
400.0436257515512,45.941079200677436,6.0,6.0
401.6909706375893,45.64608512968174,6.0,6.0
403.3393993210992,45.34884967994024,6.0,6.0
404.9889028102951,45.04941442422778,6.0,6.0
406.6394721133918,44.747820935319176,6.0,6.0
408.2910982386033,44.44411078598924,6.0,6.0
409.94377219414434,44.13832554901282,6.0,6.0
411.597484988229,43.83050679716476,6.0,6.0
413.2522276290721,43.52069610321982,6.0,6.0
414.9079911248878,43.20893503995293,6.0,6.0
416.5647664838906,42.895265180138836,6.0,6.0
418.22254471429494,42.579728096552444,6.0,6.0
419.8813168243151,42.26236536196852,6.0,6.0
421.54107382216563,41.9432185491619,6.0,6.0
423.2018067160609,41.62232923090744,6.0,6.0
424.8635065142154,41.29973897997996,6.0,6.0
426.5261642248433,40.9754893691543,6.0,6.0
428.1897708561594,40.64962197120528,6.0,6.0
429.8543174163778,40.32217835890772,6.0,6.0
431.51979491371316,39.99320010503645,6.0,6.0
433.1861943563797,39.662728782366315,6.0,6.0
434.85350675259184,39.33080596367215,6.0,6.0
436.5217231105641,38.997473221728754,6.0,6.0
438.19083443851093,38.66277212931099,6.0,6.0
439.8608317446467,38.326744259193674,6.0,6.0
441.53170603718576,37.98943118415161,6.0,6.0
443.2034483243425,37.6508744769597,6.0,6.0
444.8760496143315,37.31111571039267,6.0,6.0
446.5495009153671,36.97019645722544,6.0,6.0
448.2237932356637,36.628158290232804,6.0,6.0
449.89891758343555,36.285042782189606,6.0,6.0
451.5748649668975,35.940891505870646,6.0,6.0
453.2516263942636,35.59574603405078,6.0,6.0
454.9291928737484,35.24964793950484,6.0,6.0
456.6075554135664,34.90263879500762,6.0,6.0
458.2867050219318,34.55476017333398,6.0,6.0
459.96663270705915,34.20605364725874,6.0,6.0
461.6473294771628,33.85656078955674,6.0,6.0
463.3287863404573,33.50632317300282,6.0,6.0
465.01099430515677,33.155382370371804,6.0,6.0
466.6939443794761,32.80377995443849,6.0,6.0
468.3776275716294,32.45155749797771,6.0,6.0
470.0620348898311,32.098756573764334,6.0,6.0
471.7471573422957,31.745418754573166,6.0,6.0
473.4329859372375,31.391585613179053,6.0,6.0
475.119511682871,31.037298722356788,6.0,6.0
476.80672558741065,30.68259965488126,6.0,6.0
478.4946186590708,30.32752998352722,6.0,6.0
480.18318190606595,29.97213128106958,6.0,6.0
481.8724063366103,29.61644512028313,6.0,6.0
483.5622829589185,29.26051307394269,6.0,6.0
485.25280278120493,28.904376714823087,6.0,6.0
486.943956811684,28.548077615699185,6.0,6.0
488.63573605857005,28.191657349345796,6.0,6.0
490.3281315300776,27.83515748853773,6.0,6.0
492.0211342344209,27.478619606049854,6.0,6.0
493.71473517981457,27.12208527465696,6.0,6.0
495.40892537447303,26.7655960671339,6.0,6.0
497.1036958266104,26.40919355625548,6.0,6.0
498.7990375444415,26.05291931479659,6.0,6.0
500.49494153618036,25.696814915532023,6.0,6.0
502.1913988100416,25.340921931236565,6.0,6.0
503.8884003742398,24.985281934685105,6.0,6.0
505.585937236989,24.62993649865244,6.0,6.0
507.28400040650405,24.274927195913435,6.0,6.0
508.98258089099903,23.920295599242863,6.0,6.0
510.6816696986884,23.566083281415622,6.0,6.0
512.3812578377867,23.212331815206504,6.0,6.0
514.0813363165082,22.85908277339032,6.0,6.0
515.7818961430675,22.50637772874198,6.0,6.0
517.4829283256789,22.154258254036193,6.0,6.0
519.1844238725569,21.802765922047875,6.0,6.0
520.8863737919158,21.45194230555183,6.0,6.0
522.5887690919701,21.10182897732291,6.0,6.0
524.2916007809342,20.7524675101359,6.0,6.0
525.9948598670226,20.403899476765666,6.0,6.0
527.6985373584495,20.05616644998704,6.0,6.0
529.4026242634295,19.709310002574824,6.0,6.0
531.1071115901768,19.363371707303884,6.0,6.0
532.8119903469061,19.01839313694901,6.0,6.0
534.5172515418318,18.67441586428503,6.0,6.0
536.222886183168,18.331481462086813,6.0,6.0
537.9288852791296,17.989631503129175,6.0,6.0
539.6352398379307,17.64890756018694,6.0,6.0
541.3419408677856,17.30935120603492,6.0,6.0
543.0489793769091,16.971004013447967,6.0,6.0
544.7563463735152,16.633907555200935,6.0,6.0
546.4640328658186,16.298103404068627,6.0,6.0
548.1720298620337,15.963633132825834,6.0,6.0
549.8803283703747,15.63053831424746,6.0,6.0
551.5889193990563,15.298860521108253,6.0,6.0
553.2977939562928,14.968641326183132,6.0,6.0
555.0069430502986,14.63992230224683,6.0,6.0
556.7163576892882,14.312745022074267,6.0,6.0
558.4260288814758,13.987151058440247,6.0,6.0
560.135947635076,13.663181984119547,6.0,6.0
561.8461049583033,13.340879371887098,6.0,6.0
563.5564918593717,13.020284794517593,6.0,6.0
565.2670993464961,12.701439824785993,6.0,6.0
566.9779184278908,12.38438603546706,6.0,6.0
568.6889401117701,12.069164999335655,6.0,6.0
570.4001554063484,11.755818289166555,6.0,6.0
572.1115553198402,11.444387477734622,6.0,6.0
573.82313086046,11.134914137814718,6.0,6.0
575.5348730364221,10.827439842181647,6.0,6.0
577.2467728559409,10.5220061636102,6.0,6.0
578.9588213272307,10.21865467487531,6.0,6.0
580.6710094585062,9.91742694875164,6.0,6.0
582.3833282579817,9.618364558014164,6.0,6.0
584.0957687338718,9.321509075437675,6.0,6.0
585.8083218943904,9.026902073796975,6.0,6.0
587.5209787477525,8.734585125866914,6.0,6.0
589.233730302172,8.44459980442231,6.0,6.0
590.9465675658638,8.15698768223804,6.0,6.0
592.659481547042,7.871790332088835,6.0,6.0
594.372463253921,7.589049326749674,6.0,6.0
596.0855036947154,7.30880623899526,6.0,6.0
597.7985938776397,7.031102641600427,6.0,6.0
599.5117248109079,6.755980107340065,6.0,6.0
601.224887502735,6.483480208988922,6.0,6.0
602.9380729613347,6.2136445193219885,6.0,6.0
604.6512721949222,5.946514611113926,6.0,6.0
606.3644762117113,5.682132057139626,6.0,6.0
608.0776760199168,5.420538430173934,6.0,6.0
609.7908626277527,5.1617753029916855,6.0,6.0
611.504027043434,4.90588424836767,6.0,6.0
613.2171602751746,4.652906839076721,6.0,6.0
614.9302533311893,4.4028846478937425,6.0,6.0
616.643297219692,4.15585924759344,6.0,6.0
618.3562829488978,3.911872210950719,6.0,6.0
620.0692015270207,3.670965110740454,6.0,6.0
621.7820439622752,3.4331795197373793,6.0,6.0
623.4948012628757,3.1985570107164136,6.0,6.0
625.2074644370365,2.9671391564522764,6.0,6.0
626.9200244929722,2.7389675297198295,6.0,6.0
628.6324724388973,2.514083703293977,6.0,6.0
630.3447992830258,2.2925292499495526,6.0,6.0
632.0569960335727,2.074345742461304,6.0,6.0
633.7690536987519,1.8595747536041074,6.0,6.0
635.4809632867781,1.6482578561527532,6.0,6.0
637.1927158058656,1.4404366228821175,6.0,6.0
638.9043022642288,1.2361526265669909,6.0,6.0
640.6157136700823,1.0354474399822493,6.0,6.0
642.3269410316404,0.8383626359027119,6.0,6.0
644.0379753571175,0.6449397871031408,6.0,6.0
645.748807654728,0.4552204663584689,6.0,6.0
647.4594289326865,0.2692462464434868,6.0,6.0
649.1698301992072,0.08705870013292838,6.0,6.0
650.8800023483401,-0.09130221820142824,6.0,6.0
652.5899338198241,-0.26583134670623326,6.0,6.0
654.2996106907287,-0.43655701692111537,6.0,6.0
656.0090189422957,-0.6035089188459678,6.0,6.0
657.718144555767,-0.7667167424807184,6.0,6.0
659.4269735123844,-0.9262101778252599,6.0,6.0
661.1354917933896,-1.0820189148794972,6.0,6.0
662.8436853800248,-1.234172643643335,6.0,6.0
664.5515402535315,-1.3827010541166775,6.0,6.0
666.2590423951517,-1.5276338362994295,6.0,6.0
667.9661777861271,-1.6690006801914963,6.0,6.0
669.6729324076998,-1.8068312757927814,6.0,6.0
671.3792922411114,-1.9411553131031813,6.0,6.0
673.085243267604,-2.0720024821226186,6.0,6.0
674.7907714684192,-2.199402472850988,6.0,6.0
676.4958628247991,-2.3233849752881963,6.0,6.0
678.2005033179853,-2.4439796794341455,6.0,6.0
679.9046789292198,-2.561216275288742,6.0,6.0
681.6083756397444,-2.675124452851889,6.0,6.0
683.3115794308007,-2.7857339021234933,6.0,6.0
685.014276283631,-2.8930743131034573,6.0,6.0
686.716452179477,-2.997175375791687,6.0,6.0
688.4180930995803,-3.0980667801880797,6.0,6.0
690.1191850251829,-3.1957782162925534,6.0,6.0
691.8197139375268,-3.290339374105007,6.0,6.0
693.5196658178537,-3.381779943625345,6.0,6.0
695.2190266474056,-3.47012961485347,6.0,6.0
696.9177824074239,-3.555418077789289,6.0,6.0
698.615919079151,-3.637675022432706,6.0,6.0
700.3134226438285,-3.716930138783624,6.0,6.0
702.0102790826983,-3.7932131168419514,6.0,6.0
703.7064743770018,-3.8665536466075836,6.0,6.0
705.4019945079815,-3.9369814180804377,6.0,6.0
707.0968254568791,-4.004526121260413,6.0,6.0
708.7909532049362,-4.069217446147414,6.0,6.0
710.4843637333948,-4.131085082741344,6.0,6.0
712.1770430234967,-4.19015872104211,6.0,6.0
713.8689770564838,-4.246468051049615,6.0,6.0
715.5601518135979,-4.3000427627637645,6.0,6.0
717.2505532760811,-4.350912546184462,6.0,6.0
718.9401674251745,-4.3991070913116115,6.0,6.0
720.6289802421209,-4.444656088145122,6.0,6.0
722.3169777081615,-4.487589226684894,6.0,6.0
724.0041458045384,-4.527936196930835,6.0,6.0
725.6904705124934,-4.565726688882845,6.0,6.0
727.3759378132684,-4.600990392540834,6.0,6.0
729.0605336881051,-4.633756997904703,6.0,6.0
730.7442441182455,-4.66405619497436,6.0,6.0
732.4270550849313,-4.691917673749706,6.0,6.0
734.1089525694044,-4.717371124230646,6.0,6.0
735.7899225529068,-4.740446236417087,6.0,6.0
737.4699510166802,-4.761172700308932,6.0,6.0
739.1490239419666,-4.779580205906087,6.0,6.0
740.8271273100073,-4.795698443208456,6.0,6.0
742.5042471020449,-4.809557102215942,6.0,6.0
744.1803692993209,-4.821185872928453,6.0,6.0
745.8554798830771,-4.83061444534589,6.0,6.0
747.5295648345553,-4.83787250946816,6.0,6.0
749.2026101349974,-4.842989755295166,6.0,6.0
750.8746017656455,-4.845995872826815,6.0,6.0
752.5455257077413,-4.84692055206301,6.0,6.0
754.2153679425263,-4.845793483003656,6.0,6.0
755.8841144512428,-4.842644355648655,6.0,6.0
757.5517512151324,-4.837502859997916,6.0,6.0
759.2182642154371,-4.830398686051343,6.0,6.0
760.8836394333986,-4.821361523808838,6.0,6.0
762.5478628502588,-4.810421063270308,6.0,6.0
764.2109204472595,-4.7976069944356565,6.0,6.0
765.8727982056427,-4.7829490073047864,6.0,6.0
767.5334821066502,-4.766476791877606,6.0,6.0
769.1929581315237,-4.7482200381540185,6.0,6.0
770.8512122615053,-4.7282084361339285,6.0,6.0
772.5082304778366,-4.706471675817239,6.0,6.0
774.1639987617596,-4.683039447203857,6.0,6.0
775.818503094516,-4.657941440293685,6.0,6.0
777.4717294573477,-4.6312073450866285,6.0,6.0
779.1236638314966,-4.602866851582594,6.0,6.0
780.7742921982045,-4.572949649781485,6.0,6.0
782.4236005387133,-4.541485429683207,6.0,6.0
784.0715748342649,-4.508503881287661,6.0,6.0
785.7182010661011,-4.474034694594752,6.0,6.0
787.3634652154635,-4.438107559604389,6.0,6.0
789.0073532635943,-4.400752166316474,6.0,6.0
790.649851191735,-4.361998204730913,6.0,6.0
792.290944981128,-4.3218753648476085,6.0,6.0
793.9306206130146,-4.280413336666465,6.0,6.0
795.5688640686368,-4.237641810187393,6.0,6.0
797.2056613292365,-4.193590475410286,6.0,6.0
798.8409983760556,-4.14828902233506,6.0,6.0
800.4748611903359,-4.101767140961613,6.0,6.0
802.1072357533192,-4.054054521289851,6.0,6.0
803.7381080462474,-4.005180853319681,6.0,6.0
805.3674640503622,-3.955175827051004,6.0,6.0
806.9952897469057,-3.904069132483726,6.0,6.0
808.6215711171195,-3.8518904596177492,6.0,6.0
810.2462941422455,-3.7986694984529894,6.0,6.0
811.8694448035258,-3.7444359389893354,6.0,6.0
813.4910090822019,-3.6892194712267017,6.0,6.0
815.1109729595158,-3.633049785164988,6.0,6.0
816.7293224167095,-3.575956570804106,6.0,6.0
818.3460434350245,-3.517969518143948,6.0,6.0
819.9611219957029,-3.4591183171844326,6.0,6.0
821.5745440799866,-3.3994326579254563,6.0,6.0
823.1862956691172,-3.3389422303669303,6.0,6.0
824.7963627443364,-3.277676724508754,6.0,6.0
826.4047312868868,-3.2156658303508268,6.0,6.0
828.0113872780096,-3.15293923789306,6.0,6.0
829.6163166989468,-3.08952663713536,6.0,6.0
831.2195055309403,-3.0254577180776305,6.0,6.0
832.8209397552318,-2.9607621707197715,6.0,6.0
834.4206053530634,-2.895469685061694,6.0,6.0
836.0184883056767,-2.8296099511032944,6.0,6.0
837.6145745943136,-2.7632126588444823,6.0,6.0
839.208850200216,-2.6963074982851687,6.0,6.0
840.8013011046257,-2.6289241594252486,6.0,6.0
842.3919132887847,-2.5610923322646295,6.0,6.0
843.9806727339349,-2.4928417068032163,6.0,6.0
845.5675654213177,-2.424201973040912,6.0,6.0
847.1525773321753,-2.3552028209776257,6.0,6.0
848.7356944477494,-2.2858739406132607,6.0,6.0
850.3169027492821,-2.2162450219477137,6.0,6.0
851.896188218015,-2.1463457549808993,6.0,6.0
853.4735368351897,-2.0762058297127197,6.0,6.0
855.0489345820486,-2.0058549361430806,6.0,6.0
856.6223674398334,-1.9353227642718807,6.0,6.0
858.1938213897857,-1.864639004099029,6.0,6.0
859.7632824131475,-1.7938333456244315,6.0,6.0
861.3307364911607,-1.7229354788479867,6.0,6.0
862.8961696050671,-1.6519750937696056,6.0,6.0
864.4595677361085,-1.5809818803891904,6.0,6.0
866.0209168655267,-1.509985528706654,6.0,6.0
867.5802029745636,-1.4390157287218912,6.0,6.0
869.1374120444613,-1.3681021704348009,6.0,6.0
870.6925300564612,-1.2972745438452975,6.0,6.0
872.2455429918055,-1.2265625389532815,6.0,6.0
873.7964368317357,-1.1559958457586639,6.0,6.0
875.3451975574942,-1.085604154261345,6.0,6.0
876.8918111503223,-1.0154171544612307,6.0,6.0
878.4362635914621,-0.945464536358223,6.0,6.0
879.9785408621553,-0.8757759899522224,6.0,6.0
881.5186289436438,-0.8063812052431487,6.0,6.0
883.0565138171696,-0.7373098722308953,6.0,6.0
884.5921814639744,-0.6685916809153678,6.0,6.0
886.1256178653001,-0.6002563212964667,6.0,6.0
887.6568090023885,-0.5323334833741011,6.0,6.0
889.1857408564815,-0.46485285714818225,6.0,6.0
890.7123994088209,-0.3978441326186033,6.0,6.0
892.2367706406486,-0.3313369997852753,6.0,6.0
893.7588405332064,-0.26536114864810045,6.0,6.0
895.2785950677361,-0.19994626920698622,6.0,6.0
896.7960202254794,-0.13512205146184542,6.0,6.0
898.3111019876787,-0.07091818541256245,6.0,6.0
899.8238263355754,-0.007364361059046587,6.0,6.0
901.3341866027005,0.055513292213866146,6.0,6.0
902.8422179575658,0.11770890514191479,6.0,6.0
904.3479703449473,0.17922376440758273,6.0,6.0
905.8514937265088,0.24005916487198886,6.0,6.0
907.3528380639143,0.30021640139625194,6.0,6.0
908.8520533188278,0.3596967688414908,6.0,6.0
910.3491894529132,0.4185015620688202,6.0,6.0
911.8442964278345,0.47663207593936724,6.0,6.0
913.3374242052556,0.5340896053142464,6.0,6.0
914.8286227468408,0.5908754450545768,6.0,6.0
916.3179420142536,0.646990890021477,6.0,6.0
917.8054319691582,0.7024372350760659,6.0,6.0
